ID:新冠肺炎|我采访了刚到中国支援的德国顶尖病毒研究家
{'danmu_send_time': '2021-01-14 21:14:21', 'text': '新年快乐虽然是不完美的一年'}
{'reply_time': '2020-02-01 05:26:04', 'reply_like': 0, 'reply_content': '回复 @绝症王二雷 :？谁告诉你的？你要笑死吗？'}
{'reply_time': '2020-02-01 05:36:41', 'reply_like': 0, 'reply_content': '回复 @绝症王二雷 :这次疫情都上历史了？别逗我了兄弟，没事多看看新闻'}
{'reply_time': '2020-02-01 05:36:57', 'reply_like': 0, 'reply_content': '回复 @绝症王二雷 :还有……我估计你号要没了别问为什么'}
{'reply_time': '2020-02-01 05:40:12', 'reply_like': 0, 'reply_content': '回复 @绝症王二雷 :我很想问你，央视介绍的。那些中药是骗人吗？'}
{'reply_time': '2020-02-01 05:40:36', 'reply_like': 1, 'reply_content': '回复 @绝症王二雷 :真是什么都知道  去一线的都是西医？大写的服！'}
{'reply_time': '2020-02-01 06:03:01', 'reply_like': 0, 'reply_content': '回复 @归期九月故土已老 :学中医的很多，精通的太少了，你可能不爱听，但十八线小城市坐诊的多数是混工资罢了，因为药效没有西药那么显著就乱开药……希望你学成了发扬一下'}
{'reply_time': '2020-02-01 06:03:04', 'reply_like': 1, 'reply_content': '回复 @绝症王二雷 :这话就好比中国毛笔字书法需要外国人的文学家去认可一样蠢。'}
{'reply_time': '2020-02-01 06:06:28', 'reply_like': 2, 'reply_content': '人家从头到尾都没有说过中医，很牛逼，中医能够治国家。然而他却一直在说中医都是骗子。[捂脸][捂脸]前言不搭后语呀！说自己不是专业人士，专业名字一串一串往外冒。百度那么好用吗？粘贴复制谁不会呀？'}
{'reply_time': '2020-02-01 06:17:48', 'reply_like': 0, 'reply_content': '回复 @归期九月故土已老 :兄弟，别怕还有我。挺你'}
{'reply_time': '2020-02-01 06:52:22', 'reply_like': 0, 'reply_content': '回复 @归期九月故土已老 :不是现在武汉换将了？[老鼠]'}
{'reply_time': '2020-02-01 07:50:02', 'reply_like': 0, 'reply_content': '回复 @绝症王二雷 :额，这跟你一开始直接武断判断中医无用论有啥关系？'}
{'reply_time': '2020-02-01 08:01:00', 'reply_like': 0, 'reply_content': '回复 @绝症王二雷 :错的是你的智商所想象出来的中医，而不是真正的中医，一看到金木水火土就理解为五种具象元素，而无法理解为五脏对应的状态，那只能说明你的智商和悟性无法理解中医，你的不理解并不能说明中医就是错的'}
{'reply_time': '2020-02-01 08:02:54', 'reply_like': 0, 'reply_content': '回复 @荼靡tumiii :就你们这种傻批看来，中国是没有传统文化的，只有你们外国爹才有'}
{'reply_time': '2020-02-01 08:04:14', 'reply_like': 0, 'reply_content': '回复 @绝症王二雷 :兄弟，你自己从头往下看看，有多少前后矛盾的地方[捂脸]'}
{'reply_time': '2020-02-01 08:05:29', 'reply_like': 1, 'reply_content': '西医，你把你体内那团蛋白质射光吧，一滴也别剩，反正蛋白质，还能再有'}
{'reply_time': '2020-02-01 08:07:46', 'reply_like': 0, 'reply_content': '回复 @绝症王二雷 :再说了，庸医那都有，不是一杆子打死的理由'}
{'reply_time': '2020-02-01 08:08:39', 'reply_like': 1, 'reply_content': '回复 @绝症王二雷 :@绝症王二雷 956丙申年，石家庄爆发了流行乙型脑炎，西医控制不住，疫情越来越重。不得已周恩来总理请来四川名中医蒲辅周把脉开方。蒲老结合运气学说，根据石家庄久晴无雨（属暑温）的气候情况，清热解毒养阴，以白虎汤，大见奇效，治愈率高达90%以上，疗效远超世界水平，拯救了上万人的生命。1957丁酉年，北京也开始流行乙型脑炎。西医还是不行，还是要求诸中医。而且还是蒲老出手，从当地的气象和当年的五运六气出发，考虑到北京多年阴雨连绵，湿热交蒸，属湿温（不同于暑温）。改用白虎加苍术汤、杏仁滑石汤、三仁汤等中药方剂化裁，以芳香化湿和通阳利湿的中医思路进行治疗，使疫情很快得到控制。1958年广州流行乙型脑炎，国医大师邓铁涛针对暑热伏湿之证，同样用中药对证施治，疗效亦达90%，大大降低了死亡率，同样挽救了上万人的生命，且完全无后遗症。2003年非典暴发。北京用的是西医，但死亡率非常高，人心惶惶。而广州在邓铁涛老中医的指导下，用中医来治疗非典，死亡率即降成零。有资料显示：当时广州中医药大学一附院收治74例SARS病人。用中医治疗，达到了零感染，零死亡，零后遗症的效果，且平均退烧时间3天，平均住院时间9天。北京最后不得已，使用超大剂量激素才勉强治愈了患者。但患者康复后导致股骨头坏死，后遗症甚大。'}
{'reply_time': '2020-02-01 08:09:10', 'reply_like': 0, 'reply_content': '回复 @荼靡tumiii :你告诉我什么是中华文明？中医是假的，武术是假的，周易是假的，那中华文明是什么？按你们意思中华就没有文明呗'}
{'reply_time': '2020-02-01 08:10:09', 'reply_like': 0, 'reply_content': '诸位都辛苦了，干嘛这么拼命，你永远都叫不醒一个装睡的人~'}
{'reply_time': '2020-02-01 08:10:24', 'reply_like': 0, 'reply_content': '回复 @黑猫酱我来了 :诸位都辛苦了，干嘛这么拼命，你永远都叫不醒一个装睡的人~'}
{'reply_time': '2020-02-01 08:10:42', 'reply_like': 0, 'reply_content': '回复 @阿笋酱 :诸位都辛苦了，干嘛这么拼命，你永远都叫不醒一个装睡的人~'}
{'reply_time': '2020-02-01 08:11:12', 'reply_like': 0, 'reply_content': '回复 @Genie橘子 :诸位都辛苦了，干嘛这么拼命，你永远都叫不醒一个装睡的人~'}
{'reply_time': '2020-02-01 08:12:37', 'reply_like': 1, 'reply_content': '回复 @宇宙第一煎蛋 :诸位都辛苦了，干嘛这么拼命，你永远都叫不醒一个装睡的人~'}
{'reply_time': '2020-02-01 08:12:52', 'reply_like': 0, 'reply_content': '回复 @网易新生一梦江湖 :诸位都辛苦了，干嘛这么拼命，你永远都叫不醒一个装睡的人~'}
{'reply_time': '2020-02-01 08:13:37', 'reply_like': 0, 'reply_content': '回复 @归期九月故土已老 :诸位都辛苦了，干嘛这么拼命，你永远都叫不醒一个装睡的人~'}
{'reply_time': '2020-02-01 08:14:01', 'reply_like': 0, 'reply_content': '回复 @齐大帜 :诸位都辛苦了，干嘛这么拼命，你永远都叫不醒一个装睡的人~'}
{'reply_time': '2020-02-01 08:14:42', 'reply_like': 0, 'reply_content': '回复 @绝症王二雷 :而且金木水火土这种东西，本质就是一种抽象的表达方式而已，您总不能要求说几千年前就能看到细胞吧，那年代又没有显微镜'}
{'reply_time': '2020-02-01 08:15:07', 'reply_like': 1, 'reply_content': '好鞋不踩臭屎，何必呢，浪费自己的精力，还搞得心情不好，散了吧'}
{'reply_time': '2020-02-01 08:16:01', 'reply_like': 3, 'reply_content': '1956丙申年，石家庄爆发了流行乙型脑炎，西医控制不住，疫情越来越重。不得已周恩来总理请来四川名中医蒲辅周把脉开方。蒲老结合运气学说，根据石家庄久晴无雨（属暑温）的气候情况，清热解毒养阴，以白虎汤，大见奇效，治愈率高达90%以上，疗效远超世界水平，拯救了上万人的生命。1957丁酉年，北京也开始流行乙型脑炎。西医还是不行，还是要求诸中医。而且还是蒲老出手，从当地的气象和当年的五运六气出发，考虑到北京多年阴雨连绵，湿热交蒸，属湿温（不同于暑温）。改用白虎加苍术汤、杏仁滑石汤、三仁汤等中药方剂化裁，以芳香化湿和通阳利湿的中医思路进行治疗，使疫情很快得到控制。1958年广州流行乙型脑炎，国医大师邓铁涛针对暑热伏湿之证，同样用中药对证施治，疗效亦达90%，大大降低了死亡率，同样挽救了上万人的生命，且完全无后遗症。2003年非典暴发。北京用的是西医，但死亡率非常高，人心惶惶。而广州在邓铁涛老中医的指导下，用中医来治疗非典，死亡率即降成零。有资料显示：当时广州中医药大学一附院收治74例SARS病人。用中医治疗，达到了零感染，零死亡，零后遗症的效果，且平均退烧时间3天，平均住院时间9天。北京最后不得已，使用超大剂量激素才勉强治愈了患者。但患者康复后导致股骨头坏死，后遗症甚大。大家要知道，西医花利益的百分之1就足以毁灭中医，玩的就是诱导人心，人为了利益什么做不出来，西医药利益链有多庞大，哈，还是你要跟我说经检测黄芪无有效成分，毫无价值'}
{'reply_time': '2020-02-01 08:17:23', 'reply_like': 0, 'reply_content': '扯传统医学和现代医学的根本就没搞清楚中医和西医的本质区别在哪里，中西医结合的现状就是没有真正的中医了，因为中医旨在追求人体的健康平衡状态，西医追求的是杀死具象的病菌，所以西医更具象而容易理解，但中医抽象而晦涩，所以结合的后果只是以西医体系居高临下地检验中医而已，这种结合根本从开始就是歧视性的'}
{'reply_time': '2020-02-01 08:26:26', 'reply_like': 0, 'reply_content': '回复 @绝症王二雷 :你一看土就理解为土地，那是你不懂中医理念，是你自己思想局限，不是中医的错，现代科学也只探索了宇宙的7-8％，90％以上是未知，你凭什么认为现代科学就已经解释一切？中医也无法解释很多东西，但它掌握了有与无之间微妙的平衡，只能通过有限的语言表达出来，导致了中医的晦涩难懂，所以很多没入门的人都会觉得鬼画符，深入了解后才会明白其中的道理'}
{'reply_time': '2020-02-01 08:31:29', 'reply_like': 0, 'reply_content': '回复 @荼靡tumiii :你非要用现代科学验证的话，那中医可以说是上千年活体试验的结果了，这还不够科学？'}
{'reply_time': '2020-02-01 08:31:59', 'reply_like': 0, 'reply_content': '回复 @容我喝口水冷静冷静 :？你是不是理解能力有问题'}
{'reply_time': '2020-02-01 08:33:12', 'reply_like': 0, 'reply_content': '回复 @归期九月故土已老 :害，其实我觉得他说的虽然难听但是有道理。。'}
{'reply_time': '2020-02-01 08:45:57', 'reply_like': 0, 'reply_content': '回复 @无解团控 :怼他是骂屠呦呦井底之蛙，他这么牛逼还在这儿对线呢'}
{'reply_time': '2020-02-01 08:53:18', 'reply_like': 0, 'reply_content': '回复 @归期九月故土已老 :@归期九月故土已老 :中医的有很多药方都可以提高人体免疫力，正是现在所需要的，人体本来就是靠自身免疫力和自愈能力恢复健康的，药物只是起辅助作用而已。别理会这些sb，什么不懂就在这儿bb'}
{'reply_time': '2020-02-01 08:54:02', 'reply_like': 0, 'reply_content': '回复 @xyzxt :你可以仔细看看中科院的转报，上面写的是“细胞水平”，这个实验开水都能灭病毒，你会去喝开水吗?'}
{'reply_time': '2020-02-01 09:00:26', 'reply_like': 1, 'reply_content': '这人喜欢诡辩，一次又一次否定之前说的话，又把话题向别的地方引。道理摆在那，他心里也知道，你们叫不醒装睡的人的。这种人懂点东西就来喷，就喜欢在网上杠，这种文化流氓，举报吧'}
{'reply_time': '2020-02-01 09:00:29', 'reply_like': 0, 'reply_content': '回复 @bili_96884977755 :迄今为止没有任何一款中药拿到fda认证也是事实'}
{'reply_time': '2020-02-01 09:28:47', 'reply_like': 0, 'reply_content': '回复 @蛇形冷凝管 :你可闭嘴吧'}
{'reply_time': '2020-02-01 09:32:44', 'reply_like': 0, 'reply_content': '回复 @尴舞背包客 :应该让发药方的专家去武汉支援一下那里的医务工作者'}
{'reply_time': '2020-02-01 10:00:58', 'reply_like': 0, 'reply_content': '我觉得青蒿素应该是源于中医，在通过西医的科学提炼被发现的吧，这样应该算是二者结合的产物，属于现代医学吧。我觉得中药能通过实验验证是好事，管他被认为是中药还是西药，总比无药可救的好'}
{'reply_time': '2020-02-01 10:31:21', 'reply_like': 0, 'reply_content': '回复 @尴舞背包客 :不了解不要乱说OK？我爸和我外公都是中医，我很多病都是在家里医好的，疑难杂症来家里寻医问药的人也很多，各种的草药有各种的功效，是可以达到预防的作用，我表姐她们医院也发了中药方子，很多草药都卖断货了，有几味药我爹去好多地方买都买不到，不明白您是没接触过中医吗？对中医这么大的偏见'}
{'reply_time': '2020-02-01 10:37:55', 'reply_like': 0, 'reply_content': '回复 @抠脚大伯伯 :西医那时候行？中国最大的毛病就是粮食不足 一到一亿人粮食就不够吃 平均寿命 多学学历史吧'}
